SiteId,SiteName,MonitorDate,PSI,SO2SubIndex,COSubIndex,O3SubIndex,PM10SubIndex,NO2SubIndex
38,崙背,2017-04-19,70,3,4,70,56,
37,斗六,2017-04-19,85,4,5,85,56,
36,南投,2017-04-19,68,3,4,68,54,
35,二林,2017-04-19,67,6,3,67,62,
34,線西,2017-04-19,60,6,,,60,
33,彰化,2017-04-19,72,6,4,72,60,
32,西屯,2017-04-19,78,6,4,78,56,
31,忠明,2017-04-19,75,5,4,75,54,
30,大里,2017-04-19,54,4,4,28,54,
29,沙鹿,2017-04-19,74,5,4,74,58,
28,豐原,2017-04-19,77,4,4,77,52,
27,三義,2017-04-19,68,4,4,68,53,
26,苗栗,2017-04-19,68,5,5,68,58,
25,頭份,2017-04-19,63,5,,,63,
24,新竹,2017-04-19,61,3,6,61,60,
23,竹東,2017-04-19,56,3,5,55,56,
22,湖口,2017-04-19,64,5,4,64,58,
21,龍潭,2017-04-19,66,6,7,66,66,
20,平鎮,2017-04-19,68,5,7,62,68,
19,觀音,2017-04-19,60,2,3,60,58,
18,大園,2017-04-19,67,7,4,67,59,
17,桃園,2017-04-19,61,7,7,61,59,
16,大同,2017-04-19,58,6,24,,58,
15,松山,2017-04-19,39,6,10,35,39,
14,古亭,2017-04-19,49,4,9,49,43,
13,萬華,2017-04-19,45,5,9,45,45,
12,中山,2017-04-19,50,6,12,36,50,
11,士林,2017-04-19,56,4,6,56,50,
10,淡水,2017-04-19,64,4,4,64,53,
9,林口,2017-04-19,68,6,6,68,68,
8,菜寮,2017-04-19,64,4,9,64,52,
7,新莊,2017-04-19,60,6,9,60,54,
6,板橋,2017-04-19,55,8,12,55,,
5,土城,2017-04-19,63,5,9,63,47,
4,新店,2017-04-19,52,4,7,52,41,
3,萬里,2017-04-19,46,4,4,46,43,
2,汐止,2017-04-19,41,6,9,35,41,
1,基隆,2017-04-19,40,4,8,40,28,
83,麥寮,2017-04-18,51,2,,,51,
80,關山,2017-04-18,26,2,,24,26,
78,馬公,2017-04-18,39,3,3,39,28,
77,金門,2017-04-18,59,8,3,59,54,
75,馬祖,2017-04-18,54,7,5,52,54,
72,埔里,2017-04-18,44,3,4,44,32,
71,復興,2017-04-18,28,5,4,,28,
70,永和,2017-04-18,47,6,21,,47,
69,竹山,2017-04-18,44,3,3,44,43,
68,中壢,2017-04-18,56,,19,,56,
67,三重,2017-04-18,58,6,22,,58,
66,冬山,2017-04-18,49,6,5,29,49,
65,宜蘭,2017-04-18,42,4,5,29,42,
64,陽明,2017-04-18,44,2,2,44,14,
63,花蓮,2017-04-18,40,4,4,28,40,
62,臺東,2017-04-18,34,3,4,22,34,
61,恆春,2017-04-18,46,3,2,46,27,
60,潮州,2017-04-18,54,10,4,43,54,
59,屏東,2017-04-18,41,5,4,40,41,
58,小港,2017-04-18,42,10,3,42,36,
57,前鎮,2017-04-18,31,5,,,31,
56,前金,2017-04-18,55,4,3,55,35,
54,左營,2017-04-18,53,,3,53,33,
53,楠梓,2017-04-18,52,3,4,52,45,
52,林園,2017-04-18,54,6,2,54,23,
51,大寮,2017-04-18,45,6,3,43,45,
50,鳳山,2017-04-18,41,4,6,,41,
49,仁武,2017-04-18,49,3,3,49,40,
48,橋頭,2017-04-18,41,4,3,41,30,
47,美濃,2017-04-18,40,5,4,40,33,
46,臺南,2017-04-18,60,4,3,60,31,
45,安南,2017-04-18,60,2,4,60,37,
44,善化,2017-04-18,38,4,4,37,38,
43,新營,2017-04-18,46,4,4,40,46,
42,嘉義,2017-04-18,41,5,3,41,36,
41,臺西,2017-04-18,38,3,,,38,
40,朴子,2017-04-18,51,4,5,51,50,
39,新港,2017-04-18,46,3,3,46,37,
38,崙背,2017-04-18,49,3,2,49,38,
37,斗六,2017-04-18,40,2,4,37,40,
36,南投,2017-04-18,41,2,4,33,41,
35,二林,2017-04-18,45,2,2,45,42,
34,線西,2017-04-18,47,3,,,47,
33,彰化,2017-04-18,42,3,3,36,42,
32,西屯,2017-04-18,46,4,4,42,46,
31,忠明,2017-04-18,42,4,6,34,42,
30,大里,2017-04-18,49,4,6,31,49,
29,沙鹿,2017-04-18,41,4,4,41,41,
28,豐原,2017-04-18,46,7,43,43,46,
27,三義,2017-04-18,42,4,4,39,42,
26,苗栗,2017-04-18,50,4,5,37,50,
25,頭份,2017-04-18,5,5,,,,
24,新竹,2017-04-18,42,3,5,34,42,
23,竹東,2017-04-18,46,2,4,26,46,
22,湖口,2017-04-18,43,7,3,43,33,
21,龍潭,2017-04-18,52,3,4,35,52,
20,平鎮,2017-04-18,45,4,4,32,45,
19,觀音,2017-04-18,42,3,2,42,39,
18,大園,2017-04-18,41,5,3,41,41,
17,桃園,2017-04-18,45,4,7,29,45,
16,大同,2017-04-18,56,5,26,,56,
15,松山,2017-04-18,45,5,7,20,45,
14,古亭,2017-04-18,45,5,9,19,45,
13,萬華,2017-04-18,44,5,10,16,44,
12,中山,2017-04-18,46,6,10,15,46,
11,士林,2017-04-18,41,4,5,27,41,
10,淡水,2017-04-18,42,5,4,30,42,
9,林口,2017-04-18,56,5,3,34,56,
8,菜寮,2017-04-18,44,5,7,20,44,
7,新莊,2017-04-18,44,7,7,29,44,
6,板橋,2017-04-18,48,8,9,27,48,
5,土城,2017-04-18,42,6,10,30,42,
4,新店,2017-04-18,45,5,10,28,45,
3,萬里,2017-04-18,41,5,3,32,41,
2,汐止,2017-04-18,40,6,8,22,40,
1,基隆,2017-04-18,32,5,5,26,32,
83,麥寮,2017-04-17,50,4,,,50,
80,關山,2017-04-17,21,2,,15,21,
78,馬公,2017-04-17,25,8,2,25,23,
75,馬祖,2017-04-17,43,5,2,43,38,
72,埔里,2017-04-17,43,3,4,43,34,
71,復興,2017-04-17,33,12,7,,33,
70,永和,2017-04-17,39,5,17,,39,
69,竹山,2017-04-17,42,4,3,42,38,
68,中壢,2017-04-17,48,8,21,,48,
67,三重,2017-04-17,52,6,25,,52,
66,冬山,2017-04-17,40,4,5,34,40,
65,宜蘭,2017-04-17,39,5,4,39,38,
64,陽明,2017-04-17,39,4,3,39,16,
63,花蓮,2017-04-17,25,2,3,15,25,
62,臺東,2017-04-17,28,3,4,12,28,
61,恆春,2017-04-17,24,3,1,22,24,
60,潮州,2017-04-17,35,3,2,26,35,
59,屏東,2017-04-17,36,7,5,30,36,
58,小港,2017-04-17,44,18,4,14,44,
57,前鎮,2017-04-17,32,12,,,32,
56,前金,2017-04-17,38,9,5,21,38,
54,左營,2017-04-17,43,7,6,32,43,
53,楠梓,2017-04-17,50,5,5,34,50,
52,林園,2017-04-17,29,5,2,29,20,
51,大寮,2017-04-17,42,4,4,22,42,
50,鳳山,2017-04-17,48,9,6,,48,
49,仁武,2017-04-17,45,6,4,23,45,
48,橋頭,2017-04-17,37,5,4,33,37,
47,美濃,2017-04-17,47,3,3,47,33,
46,臺南,2017-04-17,38,6,5,28,38,
45,安南,2017-04-17,45,5,5,31,45,
44,善化,2017-04-17,34,5,3,32,34,
43,新營,2017-04-17,49,4,4,30,49,
42,嘉義,2017-04-17,39,5,4,39,38,
41,臺西,2017-04-17,44,5,,,44,
40,朴子,2017-04-17,56,5,4,54,56,
39,新港,2017-04-17,44,4,5,36,44,
38,崙背,2017-04-17,37,4,3,37,37,
37,斗六,2017-04-17,40,4,4,40,39,
36,南投,2017-04-17,36,3,5,33,36,
35,二林,2017-04-17,34,5,3,34,34,
34,線西,2017-04-17,45,5,,,45,
33,彰化,2017-04-17,39,7,5,32,39,
32,西屯,2017-04-17,40,4,5,36,40,
31,忠明,2017-04-17,32,6,6,31,32,
30,大里,2017-04-17,42,5,5,33,42,
29,沙鹿,2017-04-17,38,6,4,38,36,
28,豐原,2017-04-17,35,3,4,35,34,
27,三義,2017-04-17,33,5,3,32,33,
26,苗栗,2017-04-17,41,5,4,40,41,
25,頭份,2017-04-17,6,6,,,,
24,新竹,2017-04-17,40,3,5,37,40,
23,竹東,2017-04-17,39,5,5,33,39,
22,湖口,2017-04-17,50,11,4,50,33,
21,龍潭,2017-04-17,45,5,4,45,44,
20,平鎮,2017-04-17,42,5,4,42,39,
19,觀音,2017-04-17,50,7,3,50,44,
18,大園,2017-04-17,44,6,6,44,42,
17,桃園,2017-04-17,42,10,9,42,40,
16,大同,2017-04-17,51,7,32,,51,
15,松山,2017-04-17,39,6,9,39,33,
14,古亭,2017-04-17,43,5,9,43,33,
13,萬華,2017-04-17,39,5,9,39,34,
12,中山,2017-04-17,31,6,13,31,28,
11,士林,2017-04-17,38,5,7,38,36,
10,淡水,2017-04-17,45,5,9,40,45,
9,林口,2017-04-17,52,6,6,36,52,
8,菜寮,2017-04-17,37,5,8,37,37,
7,新莊,2017-04-17,44,7,11,44,40,
6,板橋,2017-04-17,44,5,10,44,44,
5,土城,2017-04-17,45,6,8,45,37,
4,新店,2017-04-17,48,4,7,48,30,
3,萬里,2017-04-17,55,6,4,55,37,
2,汐止,2017-04-17,47,6,10,47,41,
1,基隆,2017-04-17,45,6,7,45,29,
83,麥寮,2017-04-16,61,8,,,61,
80,關山,2017-04-16,18,2,,18,14,
78,馬公,2017-04-16,36,2,4,36,26,
77,金門,2017-04-16,25,,6,25,,
75,馬祖,2017-04-16,70,9,5,41,70,
72,埔里,2017-04-16,57,3,6,57,52,
71,復興,2017-04-16,30,12,5,,30,
70,永和,2017-04-16,41,2,14,,41,
69,竹山,2017-04-16,54,4,5,54,54,
68,中壢,2017-04-16,57,7,17,,57,
67,三重,2017-04-16,56,6,21,,56,
66,冬山,2017-04-16,42,5,5,40,42,
65,宜蘭,2017-04-16,37,3,4,36,37,
64,陽明,2017-04-16,59,5,4,59,20,
63,花蓮,2017-04-16,24,3,2,21,24,
62,臺東,2017-04-16,22,2,3,14,22,
61,恆春,2017-04-16,24,1,1,18,24,
60,潮州,2017-04-16,67,3,3,67,47,
59,屏東,2017-04-16,67,3,4,67,42,
58,小港,2017-04-16,41,14,4,26,41,
57,前鎮,2017-04-16,36,10,,,36,
56,前金,2017-04-16,40,7,4,40,40,
54,左營,2017-04-16,55,6,4,55,47,
53,楠梓,2017-04-16,54,5,3,54,50,
52,林園,2017-04-16,30,4,3,30,24,
51,大寮,2017-04-16,45,6,4,44,45,
50,鳳山,2017-04-16,52,9,5,,52,
49,仁武,2017-04-16,55,7,3,55,42,
48,橋頭,2017-04-16,41,5,3,41,40,
47,美濃,2017-04-16,59,2,3,59,41,
46,臺南,2017-04-16,52,5,5,50,52,
45,安南,2017-04-16,56,3,5,49,56,
44,善化,2017-04-16,52,5,5,44,52,
43,新營,2017-04-16,62,6,5,39,62,
42,嘉義,2017-04-16,60,6,6,50,60,
41,臺西,2017-04-16,54,7,,,54,
40,朴子,2017-04-16,60,7,5,51,60,
39,新港,2017-04-16,60,5,6,53,60,
38,崙背,2017-04-16,53,4,6,43,53,
37,斗六,2017-04-16,54,3,5,52,54,
36,南投,2017-04-16,52,3,6,44,52,
35,二林,2017-04-16,53,4,7,36,53,
34,線西,2017-04-16,54,6,,,54,
33,彰化,2017-04-16,50,9,8,42,50,
32,西屯,2017-04-16,53,8,8,41,53,
31,忠明,2017-04-16,50,8,10,40,50,
30,大里,2017-04-16,59,8,8,59,55,
29,沙鹿,2017-04-16,50,6,8,35,50,
28,豐原,2017-04-16,40,4,4,40,35,
27,三義,2017-04-16,39,4,4,34,39,
26,苗栗,2017-04-16,45,3,6,37,45,
25,頭份,2017-04-16,4,4,,,,
24,新竹,2017-04-16,41,4,9,40,41,
23,竹東,2017-04-16,41,2,4,41,38,
22,湖口,2017-04-16,48,6,8,47,48,
21,龍潭,2017-04-16,62,4,7,62,53,
20,平鎮,2017-04-16,60,5,9,60,56,
19,觀音,2017-04-16,60,6,7,60,60,
18,大園,2017-04-16,73,10,10,73,64,
17,桃園,2017-04-16,81,9,15,81,59,
16,大同,2017-04-16,55,6,34,,55,
15,松山,2017-04-16,51,2,13,51,33,
14,古亭,2017-04-16,70,2,8,70,36,
13,萬華,2017-04-16,76,2,10,76,42,
12,中山,2017-04-16,64,5,11,64,40,
11,士林,2017-04-16,67,4,10,67,38,
10,淡水,2017-04-16,73,6,13,73,56,
9,林口,2017-04-16,82,6,12,82,70,
8,菜寮,2017-04-16,79,5,14,79,51,
7,新莊,2017-04-16,78,6,18,78,58,
6,板橋,2017-04-16,88,6,15,88,,
5,土城,2017-04-16,80,5,12,80,49,
4,新店,2017-04-16,63,4,7,63,34,
3,萬里,2017-04-16,40,7,5,40,37,
2,汐止,2017-04-16,47,3,10,47,40,
1,基隆,2017-04-16,36,7,9,36,29,
83,麥寮,2017-04-15,64,6,,,64,
80,關山,2017-04-15,23,1,,23,16,
78,馬公,2017-04-15,43,3,4,43,30,
77,金門,2017-04-15,70,12,6,24,70,
75,馬祖,2017-04-15,50,5,4,49,50,
72,埔里,2017-04-15,69,2,8,69,52,
71,復興,2017-04-15,46,10,9,,46,
70,永和,2017-04-15,52,5,20,,52,
69,竹山,2017-04-15,70,4,5,70,60,
68,中壢,2017-04-15,58,7,18,,58,
67,三重,2017-04-15,62,9,25,,62,
66,冬山,2017-04-15,59,5,6,59,43,
65,宜蘭,2017-04-15,58,4,6,58,33,
64,陽明,2017-04-15,72,6,5,72,23,
63,花蓮,2017-04-15,39,2,4,39,24,
62,臺東,2017-04-15,25,1,4,21,25,
61,恆春,2017-04-15,37,4,2,37,23,
60,潮州,2017-04-15,62,4,6,62,55,
59,屏東,2017-04-15,65,5,6,65,52,
58,小港,2017-04-15,54,19,6,50,54,
57,前鎮,2017-04-15,50,10,,,50,
56,前金,2017-04-15,61,7,8,61,56,
54,左營,2017-04-15,90,6,8,90,59,
53,楠梓,2017-04-15,83,6,6,83,66,
52,林園,2017-04-15,93,4,5,93,26,
51,大寮,2017-04-15,52,5,6,49,52,
50,鳳山,2017-04-15,58,10,8,,58,
49,仁武,2017-04-15,78,8,7,78,57,
48,橋頭,2017-04-15,61,6,6,61,54,
47,美濃,2017-04-15,78,4,6,78,49,
46,臺南,2017-04-15,79,6,9,79,54,
45,安南,2017-04-15,62,5,6,62,57,
44,善化,2017-04-15,58,4,5,58,52,
43,新營,2017-04-15,56,5,6,51,56,
42,嘉義,2017-04-15,61,7,7,61,57,
41,臺西,2017-04-15,57,8,,,57,
40,朴子,2017-04-15,62,4,6,62,58,
39,新港,2017-04-15,62,6,7,62,60,
38,崙背,2017-04-15,81,4,6,81,56,
37,斗六,2017-04-15,84,5,6,84,56,
36,南投,2017-04-15,62,4,9,62,59,
35,二林,2017-04-15,72,8,5,72,58,
34,線西,2017-04-15,60,10,,,60,
33,彰化,2017-04-15,66,9,9,66,56,
32,西屯,2017-04-15,61,8,9,61,56,
31,忠明,2017-04-15,60,7,11,60,49,
30,大里,2017-04-15,73,7,8,73,60,
29,沙鹿,2017-04-15,65,8,12,65,55,
28,豐原,2017-04-15,76,6,8,76,53,
27,三義,2017-04-15,60,4,5,60,50,
26,苗栗,2017-04-15,58,5,7,58,54,
25,頭份,2017-04-15,4,4,,,,
24,新竹,2017-04-15,50,4,13,50,48,
23,竹東,2017-04-15,53,3,7,45,53,
22,湖口,2017-04-15,65,8,6,65,47,
21,龍潭,2017-04-15,63,4,9,63,53,
20,平鎮,2017-04-15,62,6,10,62,56,
19,觀音,2017-04-15,59,7,7,59,59,
18,大園,2017-04-15,60,13,13,60,55,
17,桃園,2017-04-15,62,11,14,62,56,
16,大同,2017-04-15,58,11,20,,58,
15,松山,2017-04-15,85,8,14,85,49,
14,古亭,2017-04-15,84,5,12,84,45,
13,萬華,2017-04-15,76,6,13,76,47,
12,中山,2017-04-15,69,10,14,69,52,
11,士林,2017-04-15,71,8,11,71,50,
10,淡水,2017-04-15,59,5,10,59,56,
9,林口,2017-04-15,67,6,10,67,62,
8,菜寮,2017-04-15,70,10,19,70,56,
7,新莊,2017-04-15,68,8,17,68,62,
6,板橋,2017-04-15,70,8,18,70,,
5,土城,2017-04-15,63,6,14,63,52,
4,新店,2017-04-15,89,4,11,89,43,
3,萬里,2017-04-15,68,6,5,68,37,
2,汐止,2017-04-15,70,7,11,70,45,
1,基隆,2017-04-15,63,7,8,63,32,
83,麥寮,2017-04-14,63,4,,,63,
80,關山,2017-04-14,38,2,,38,26,
78,馬公,2017-04-14,45,2,3,43,45,
77,金門,2017-04-14,64,7,5,42,64,
75,馬祖,2017-04-14,53,4,8,53,47,
72,埔里,2017-04-14,72,4,7,72,37,
71,復興,2017-04-14,58,9,13,,58,
70,永和,2017-04-14,44,6,23,,44,
69,竹山,2017-04-14,76,4,9,76,56,
68,中壢,2017-04-14,52,8,30,,52,
67,三重,2017-04-14,56,8,30,,56,
66,冬山,2017-04-14,52,1,4,52,28,
65,宜蘭,2017-04-14,57,2,5,57,29,
