2012/6/17,30,0
2012/6/24,0,0
2012/7/1,30,0
2012/7/8,0,0
2012/7/15,30,0
2012/7/22,0,0
2012/7/29,0,0
2012/8/5,30,0
2012/8/12,61,41
2012/8/19,31,40
2012/8/26,0,44
2012/9/2,0,0
2012/9/9,28,0
2012/9/16,29,0
2012/9/23,0,0
2012/9/30,0,28
2012/10/7,27,0
2012/10/14,27,0
2012/10/21,0,0
2012/10/28,0,0
2012/11/4,0,0
2012/11/11,0,0
2012/11/18,27,0
2012/11/25,39,0
2012/12/2,39,0
2012/12/9,26,0
2012/12/16,27,0
2012/12/23,0,0
2012/12/30,0,0
2013/1/6,50,0
2013/1/13,25,0
2013/1/20,25,0
2013/1/27,25,0
2013/2/3,0,0
2013/2/10,100,0
2013/2/17,24,0
2013/2/24,0,0
2013/3/3,24,0
2013/3/10,24,0
2013/3/17,24,0
2013/3/24,25,0
2013/3/31,24,49
2013/4/7,48,0
2013/4/14,0,0
2013/4/21,0,0
2013/4/28,25,0
2013/5/5,24,0
2013/5/12,0,0
2013/5/19,24,0
2013/5/26,24,0
2013/6/2,24,0
2013/6/9,24,0
2013/6/16,24,0
2013/6/23,24,0
2013/6/30,0,0
2013/7/7,0,0
2013/7/14,25,0
2013/7/21,0,0
2013/7/28,24,0
2013/8/4,25,62
2013/8/11,24,73
2013/8/18,24,48
2013/8/25,0,0
2013/9/1,0,0
2013/9/8,0,0
2013/9/15,0,0
2013/9/22,0,0
2013/9/29,0,23
2013/10/6,34,23
2013/10/13,0,0
2013/10/20,0,0
2013/10/27,23,0
2013/11/3,45,22
2013/11/10,22,0
2013/11/17,22,0
2013/11/24,45,0
2013/12/1,22,0
2013/12/8,0,0
2013/12/15,22,0
2013/12/22,25,0
2013/12/29,0,0
2014/1/5,32,0
2014/1/12,21,0
2014/1/19,21,0
2014/1/26,21,0
2014/2/2,22,0
2014/2/9,0,0
2014/2/16,21,0
2014/2/23,21,0
2014/3/2,21,0
2014/3/9,21,0
2014/3/16,21,0
2014/3/23,21,0
2014/3/30,28,0
2014/4/6,21,0
2014/4/13,0,0
2014/4/20,0,21
2014/4/27,21,0
2014/5/4,0,0
2014/5/11,21,0
2014/5/18,44,0
2014/5/25,23,0
2014/6/1,35,0
2014/6/8,0,0
2014/6/15,0,0
2014/6/22,24,0
2014/6/29,0,0
2014/7/6,0,0
2014/7/13,0,0
2014/7/20,0,0
2014/7/27,24,36
2014/8/3,0,67
2014/8/10,23,24
2014/8/17,0,0
2014/8/24,23,0
2014/8/31,23,0
2014/9/7,22,0
2014/9/14,0,0
2014/9/21,22,0
2014/9/28,0,0
2014/10/5,22,0
2014/10/12,0,22
2014/10/19,32,0
2014/10/26,43,0
2014/11/2,0,0
2014/11/9,32,0
2014/11/16,0,0
2014/11/23,21,0
2014/11/30,28,0
2014/12/7,21,0
2014/12/14,43,0
2014/12/21,24,0
2014/12/28,24,0
2015/1/4,21,0
2015/1/11,20,0
2015/1/18,27,0
2015/1/25,59,20
2015/2/1,40,0
2015/2/8,41,0
2015/2/15,41,0
2015/2/22,20,20
2015/3/1,39,0
2015/3/8,20,0
2015/3/15,40,0
2015/3/22,22,0
2015/3/29,0,0
2015/4/5,41,20
2015/4/12,0,20
2015/4/19,20,0
2015/4/26,20,0
2015/5/3,20,0
2015/5/10,20,0
2015/5/17,0,0
2015/5/24,20,0
2015/5/31,0,0
2015/6/7,40,0
2015/6/14,20,0
2015/6/21,20,20
2015/6/28,0,0
2015/7/5,20,0
2015/7/12,31,0
2015/7/19,0,0
2015/7/26,0,20
2015/8/2,40,30
2015/8/9,20,30
2015/8/16,40,40
2015/8/23,20,59
2015/8/30,19,29
2015/9/6,29,38
2015/9/13,0,0
2015/9/20,19,0
2015/9/27,19,19
2015/10/4,38,19
2015/10/11,19,19
2015/10/18,18,19
2015/10/25,19,0
2015/11/1,37,0
2015/11/8,37,0
2015/11/15,19,0
2015/11/22,19,0
2015/11/29,36,0
2015/12/6,0,18
2015/12/13,19,0
2015/12/20,0,0
2015/12/27,0,0
2016/1/3,0,0
2016/1/10,0,0
2016/1/17,36,0
2016/1/24,0,0
2016/1/31,35,0
2016/2/7,35,0
2016/2/14,35,0
2016/2/21,0,17
2016/2/28,0,0
2016/3/6,0,0
2016/3/13,34,0
2016/3/20,18,18
2016/3/27,35,0
2016/4/3,17,17
2016/4/10,17,0
2016/4/17,26,0
2016/4/24,17,0
2016/5/1,17,0
2016/5/8,0,0
2016/5/15,26,0
2016/5/22,17,0
2016/5/29,35,0
2016/6/5,17,0
2016/6/12,17,0
2016/6/19,17,0
2016/6/26,17,0
2016/7/3,36,0
2016/7/10,18,0
2016/7/17,35,18
2016/7/24,18,18
2016/7/31,36,59
2016/8/7,53,35
2016/8/14,17,59
2016/8/21,0,17
2016/8/28,0,17
2016/9/4,0,0
2016/9/11,17,17
2016/9/18,17,17
2016/9/25,22,0
2016/10/2,16,0
2016/10/9,27,0
2016/10/16,0,0
2016/10/23,33,0
2016/10/30,0,0
2016/11/6,31,0
2016/11/13,48,0
2016/11/20,16,0
2016/11/27,16,0
2016/12/4,0,0
2016/12/11,32,0
2016/12/18,25,0
2016/12/25,17,0
2017/1/1,16,0
2017/1/8,16,0
2017/1/15,15,0
2017/1/22,31,0
2017/1/29,23,0
2017/2/5,15,15
2017/2/12,31,0
2017/2/19,15,0
2017/2/26,0,15
2017/3/5,30,0
2017/3/12,20,0
2017/3/19,15,15
2017/3/26,23,0
2017/4/2,31,0
2017/4/9,16,0
2017/4/16,0,0
2017/4/23,23,0
2017/4/30,23,0
2017/5/7,26,0
2017/5/14,16,0
2017/5/21,0,0
2017/5/28,32,0
2017/6/4,26,0
2017/6/11,0,0
